n,a_n_real,a_n_imag
59,11288142490258858526845314174508930131983438.4011940996189976637827319076803856387750475976258578548792909944504879918155024611509968377377084253572583655620407159360987591440560623862339540790378696162188707790225732987703216752487542172808468340146153268191083440353860073671228467759987797737151892088346353683003085730914186135961662391579732802445421497026304335711652273951861476281919927448000807397655829407443384059326423755565310054009755511,0
60,166152536588467142763027545795326135299565155.286684339014938627586552120265752449280005187879954676608722329241387932365368991261187934114231738617029142057637114049413011436377759359933817776461234653634916559539497595924090797897397005326375122146480339496698649957679230774883615555976314265363399156205578883525991927922300207101010088243231219414608697564064488529475238312957811640587225152271118641673099126912956690940370275004395094112802407,0
61,2487250871033958130599359705513382836682674155.19354088664572918434248137131654596354648180842743520976017634490620743981943841844617006564026434266451913317164061234543775721502249307868439088545758562668387976395457358507367734098134598946642384723801168142995538951729986450962826028980111215713111598025857977314752644342915331653732463753539124522250270835411705664359181593248587622715455615621112519715053632183937185560249485306706688843697657,0
62,37856314068910272386067360386146220049904042071.7832103125610818713908585272067042514226627838113642424984474382907409552586564802854725467778282490738834724020545537900973209979867011569613339879135484318009721291751562839299345450235376292550767239574707112887175835911911600682520614972491031106540783671725732580181022934198960360809512707713865936951032355851820629639750646301738590063776358569305068574478750532059801776002477370503681815965295,0
63,585659484972849021805647718096215906582252943396.755560285078178890442071304264590277006230081343232968952091190648120023062838977785085008681578026873576040557614628919185369517163971607621887659592654679799157349833912143377670913039776067521629109175896666930838149684499186088032305641511376217593342124244498773887055768554556499044672122316424210122410987511096601790791809840160803815331153176649393294312664131983848438756295592142585810509432,0
64,9207165957096819355828073715258666552334885480483.11848757507567745702948016676152536784996767610028637692235818810350341064256668200978162157705392687523830795011913019096555565759098623156900941891676095142036860836760174287934993756496789743253340027873399519544669014213189898956767934431841375409615566905537689941569509011190124271439885846173423553226515629067204053983321447407014106795064817740994273285887375647988612063815754026531942464429,0
65,147051730568073435086755123042787922866666291132671.396732486687621343288468421363964026913841597228628980355132733035284736306987358400873181747190918767813575509005353477552727930306313679744153466748309118076792288110522016659195636347298667573523511341050058362612868578027440018091569253816198246836977146575167557245477454673573269815761925912445355228338105674651018470306852590198515977061542068350148485523685697375826752716920750470015966701,0
66,2385451491922936354291484927950020101909900181181310.19783659690887639697781126222964114542533791916658189461449527860081519585610728260366368292449149253367463746733556948458263181014505965927293591147359581928008258467447702791791687334336297455524199034564355990010236785065477663675367964588359123718601775383429200410087888188925420098892812612110169519669152884166079446361899793039511145489523043084714705412529755089168520485466486066497866140,0
67,39293754031202718458945654452984767126173129731379619.0574401729262327658784481895229804045686114042041460337102880220392363205439022078023778162355247262634760029511839181384278997259787214544928623100681248012714583151498894967818414796920565704772395704414526617870007308994397886649435731520617455974066176615289270868977555321909393426481371921767717938554502851819029991247192175471119295922233908463360447238620771116556029701916773191304974209,0
68,657095189598689629707500587974865650095112858988305624.384303660541114004713770554740734457550809493703857832193250098829927170468771798498818403229281012193340542178958457192524321349989587234126690506372998839937788301081006367923678680364249076868352442890032548942756457804942769747948722612471622024782868928603511345152199520576831320067467922509732984708936378666902104067223575542975864597935673452838230347283723641170132356633327417690137232,0
