n,a_n_real
114,811280049891051037294219438617315466507741070641530753273375679527387437881380839018535045893294230424949958154048697235051776749454003.69647650552394415881349298733524127820711361552920616077860775920829988567005607681935501507319333005944023109906828887979616216751544150667229705394619628965759717669832733786466795123777225527996239190307990078056
115,32709316029254776745670590566915515594598239560907037620807531721338580179544493002802303878667518381697769484487051165241858486635701296.785158453511758999584926350777152727767703148650807983156936157544992667172109848652188953754621998970419311705925309606665080626276056925050030755478556369261731778156998486469013764551872827271294000233996210564
116,1330340125119968181700778052057116662887766878262007330768015124950596817993289856256498359909770030605670231437122951959550351383206766147.5683936082451992767833929207772726167858278992905769851931229680713893980050006221862423656349965923334662999874515213728741823939257626922979979510223548668827700992107652537394799775625172776412459981656078702
117,54577256508451802676699236850655897340020662440231099955890098556703611549665745610728992900014354799111666243066671815558253863903477681756.347961264498249190217157782862169030363427140069002839723441050830948541689143717617018856930090015958755709840923911961923949067707751507932522746658461163694339445320609432441320494089742023577413294608338461
118,2258324146403377124921734004074966586546272909764084513268419361858134777584312605352789562823974103320814577669422884512936915551985353974749.6803551490099054347635170309940419544251573415188693849987006126282233599950760446349709223667721893908607265027705640521427433141919768546015262423184478465743563231091991148068080851528482394690506719145867
119,94244226317825425421566582914293201145583648872110632608345945232003394152950610340710169265344983132027204513030915438126770049751694625825296.219515392226986470641724555592625713779578568234184290074843987545604554291609696592462087464396718169325695257418491274144308415134224329787362117620068457017007351229716075535081127024724546665866657316857
120,3966303943149184360382927940005224543418022269712480614892943881054436295486696835419644744364983816115321504388809152028588735713882306493236161.1463671129499828226426000600286828041986262991123199429820943117734191259673727519405444630261743579747874748893060378303949386807314913226553798743396182447483517479610422878457450592746808678869817633637
121,168325292410310298126971741462666124400517369782463458123296356253996272297325170769079543129598994808401870721106352381755886470331754731226788786.97282254054533383287350177763115339474281326404288466073539030848226896085008293659240962063876236673216807533629131154433784794549524429877523660633002166884176325765757682533592233299501575796401275759
122,7203023029765064565061581015128504922365758689186711211463276411805483660051207042789268216568440103855252734363788005179386964493186530163752356679.6961368636386634471012275187179499654387780238238710217375403423096444440427744778653872033936047352846145392656216873139051306305517358639041471475239607413381637920993809171369692143079709595647760704
123,310779709109545916229605068849559949161864860075269341392667539613238048211966853273132315786267365478992646076064109292703749502688439742499606470428.37027534512738821394382735848246567399215372990147524541449528100453994691834041387843707330565824398950685784603131917792993725541773137806512198195470222170579876182402887060598714713222447046137261
124,13518664958613816815678796008337632905047063199209762276083774980285728078115214805607939522567990936160166217967387242185080625451716119087651421442665.430219168851871572574480460157119887194428998669938543067902864046331905762268632910825912359268860496878943167855535193368886000601050927842773814820510746392887359048614588825757055977007378347938
125,592829205339890294646400581924771805338602075880160549212814861409788225311909731560515699528751911817865841559935290096599815744326603420919455634990543.20310632056777238195180300388194025899046192071171303242822881273441779167522103637714844077706960794398508039721370916967533658453285142725581996843716635581767269850223408717452678024358633237096
126,26206668425422147956592032240344342191874860322105677488120523543772677224533121132535945187164829151839727659433240945269834741629147615434136922999413176.974748459114495653324287005673997092507900577305856151304089581910728726960027657086272983524477662512681150013236412115688228278399722652909772624420563925381174997159880483648898634036108361633
